timestamp,commit_hash,pr_number,extension,total_size_bytes
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,exe,48598056
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,opt,331816176
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,a,144884608
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmxa,301496
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cma,184125358
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmi,19539097
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmx,44505087
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmo,996163
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cms,0
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmsi,0
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmt,390530748
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,cmti,53381049
2025-10-24T13:10:55Z,419927ca9e360aec416c1104c633061b8d554ac4,4923,o,58384
