timestamp,commit_hash,pr_number,extension,total_size_bytes
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,exe,48598056
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,opt,331816176
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,a,146295836
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmxa,301496
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cma,184125358
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmi,19539097
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmx,44505087
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmo,996163
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cms,0
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmsi,0
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmt,390530748
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,cmti,53381049
2025-10-28T14:26:25Z,d7cd5f62edf3e05e866658965fc788475e93d4a7,4926,o,58384
