timestamp,commit_hash,extension,total_size_bytes
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,exe,40477400
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,opt,270916856
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,a,124863088
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmxa,265914
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cma,218001281
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmi,19013303
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmx,42722904
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmo,1143540
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cms,0
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmsi,0
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmt,410604488
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,cmti,51987692
2025-09-24T16:32:37Z,01c1209a610643e6077d36fe0873faabb8d363ab,o,58384
