timestamp,commit_hash,pr_number,extension,total_size_bytes
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,exe,48449256
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,opt,330643240
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,a,144134656
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmxa,276551
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cma,179699079
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmi,19309116
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmx,44153104
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmo,959039
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cms,0
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmsi,0
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmt,385762294
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,cmti,52938532
2025-10-10T14:43:05Z,1468341a32db37f6e435642f900eaeae8833c1d6,4876,o,58384
