timestamp,commit_hash,pr_number,extension,total_size_bytes
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,exe,47286984
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,opt,320199816
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,a,143249156
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmxa,267065
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cma,176776012
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmi,19121332
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmx,42945955
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmo,957746
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cms,0
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmsi,0
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmt,378168060
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,cmti,52494421
2025-10-03T22:18:14Z,ad383ce0064182386dfaa863c54ac6a10325dbb1,4824,o,58384
